"
        【玩转厦门·自由行】4天3晚，迷失西洋鼓浪屿打卡最美网红街，骑行环岛路领略鹭岛海上风情，土楼/云水谣/集美大嶝岛可三选一（1人成行）-游侠客旅游网    ",编号：-14529,7760,356,4天3晚,888,福建省 厦门
"
        【桂林银杏摄影·短线】11-12月：桂林海洋乡-乌桕滩红叶-兴安古村银杏秋色三日摄影之旅！广州/桂林双集合地-游侠客旅游网    ",编号：GZ-14904,2589,49,3天2晚,1280,广州/桂林
"
        【玩转三亚】2018全年计划，每天发团：海南三亚-南海观音-天涯海角-蜈支洲岛-亚龙湾，奢华酒店，超高性价比，碧海蓝天五日游！-游侠客旅游网    ",编号：GZ-15221,15.59万,318,5天4晚,1880,海南省 三亚
"
        【国境之南·冬樱花】11-12月 云南大理-巍山古城-无量山樱花谷-翁丁-西盟-勐景来-西双版纳，寻觅原始佤族部落8日边境风情游！（半价加购大理City Walk）-游侠客旅游网    ",编号：HZ-18009,3.94万,174,8天7晚,2980,大理
"
        【腾冲银杏】11-12月 云南大理-和顺古镇-腾冲银杏-龙江特大桥-诺邓火腿-沙溪CW-丽江，极边小城6日游（21小时解读银杏村，6次迭代匠心产品，半价加购大理City Walk）-游侠客旅游网    ",编号：HZ-18010,9.45万,451,6天5晚,2780,大理
"
        【塔门岛+海下湾】元旦~：玩转香港文艺离岛，海下湾划独木舟，漫步小清新栈道，静享薄荷绿洲（精品团，封顶25人！）-游侠客旅游网    ",编号：GZ-18156,2.02万,204,2天1晚,540,广东省 广州
"
        【哈巴雪山·5396米】4-12月，极限挑战雪山赞歌：悠游丽江古城-徒步中虎跳-登顶哈巴之巅，1比1高山协作，云南5日雪山梦幻之旅（提供技术装备，公用马匹装载行李）-游侠客旅游网    ",编号：HZ-19664,4.41万,46,5天4晚,3980,云南省 丽江
"
        【徒步雨崩】云南丽江-金沙江大拐弯-雾浓顶-梅里雪山-飞来寺明珠拉卡-雨崩村-神瀑-冰湖-香格里拉-虎跳峡，朝圣神山卡瓦格博，5/7日轻装徒步之旅（全程入住标间、颁发纪念奖牌、赠送特色藏餐、免费租用登山杖）-游侠客旅游网    ",编号：HZ-19756,18.71万,1254,7天6晚,1690,云南省 丽江
"
        【朝圣梅里】丽江古城-虎跳峡-梅里雪山-飞来寺明珠拉卡-香格里拉-噶丹松赞林寺-唐卡绘画体验 / 普达措国家公园-独克宗古城，朝圣卡瓦格博5日半自由行（每天发团、2/4人成行）-游侠客旅游网    ",编号：HZ-19757,20.1万,942,5天4晚,1590,云南省 丽江
"
        【贵州精华】2018-2019 贵州：西江千户苗寨-朗德上寨-荔波小七孔-黄果树瀑布-青岩古镇，奇山秀水、苗家风情之旅6日团-游侠客旅游网    ",编号：HZ-19759,21.5万,1882,6天5晚,2880,贵州省 贵阳
"
        【奇幻黔西南】2018全年贵州：龙宫-中洞苗寨-马岭河大峡谷-黄果树大瀑布-天龙屯堡-万峰林《爸爸去哪儿》拍摄地，探寻喀斯特7日游-游侠客旅游网    ",编号：HZ-19791,21.56万,916,7天6晚,2780,贵州省 贵阳
"
        【秦晋过大年】11-3月，陕西西安-壶口瀑布冰瀑-陕北延安-中国波浪谷-山西李家山碛口古镇-王家大院-平遥古城-山西太原，7日穿越秦晋深度游（元旦/寒假/春节批次火热报名中！）-游侠客旅游网    ",编号：SH-20067,3.32万,299,7天6晚,3180,陕西西安
"
        【贵州·豪华专线】2019年 贵州贵阳-镇远古镇-青龙洞-西江千户苗寨-荔波小七孔-黄果树瀑布-探秘中国天眼 贵州豪华住宿轻松舒适7日深度游（赠送24小时接机接站服务，1元加购贵阳citywalk）-游侠客旅游网    ",编号：HZ-20251,4015,216,7天6晚,4050,贵州省 贵阳
"
        【多彩黔东南】2018全年贵州 岜沙枪手部落-肇兴侗寨-小黄大歌-镇远古城-西江苗寨-荔波小七孔-原生态苗乡侗寨，游侠客王牌线路，炫丽民族风7日游-游侠客旅游网    ",编号：HZ-20992,18.89万,1278,7天6晚,2830,贵州省 贵阳
"
        【桂林阳朔4+2】2018全年，广西桂林-漓江-阳朔-遇龙河；乘车+骑行+徒步+竹筏；避开人群小众mini团，人少景美4日深度体验之旅！-游侠客旅游网    ",编号：WH-21272,9674,175,4天3晚,2080,广西 桂林
"
        【东北冰雪-穿越】11-2月 水城吉林-雾凇景观长廊-畅享激情滑雪-长白山北坡全景-东北雪乡-雪谷徒步穿越-哈尔滨  冰雪6日游（勇者无畏的挑战，用徒步的方式穿越林海雪原，冬日极具性价比的冰雪之旅）-游侠客旅游网    ",编号：HZ-21948,15.92万,1676,6天5晚,2780,吉林省 吉林
"
        【冬享稻城亚丁】12-2月，冰雪稻城亚丁-海螺沟冰川-海子山古冰帽-安仁古镇-泸定桥，错峰出行人少景美，汽车进飞机出经济又实惠，最后的香格里拉冬季出7日深度游！-游侠客旅游网    ",编号：HZ-22114,4039,54,7天6晚,2780,四川省 成都
"
        【田园靖西】全年计划：广西南宁-通灵大峡谷-渠洋湖-靖西鹅泉-德天瀑布-明仕田园，4天3夜深度之旅！-游侠客旅游网    ",编号：GZ-22510,2.18万,1621,4天3晚,1450,广西 南宁
"
        【三峡秋摄】（12.8批次精品小团已经成行！）绝佳红叶观赏期！摄长江三峡秋景精华，三峡人家-大面山-巫山神女湾-夔门，从雄伟到柔情，三峡红叶美景机位拍个够！7日摄影创作团！-游侠客旅游网    ",编号：SH-23717,34.31万,80,7天6晚,2980,湖北省 宜昌
"
        【世界遗产在北京·冰雪篇】12-2月 故宫-八达岭古长城-天坛-颐和园-明十三陵-鸟巢-后海 怀北滑雪场滑雪、胡同中做风筝、行走世界文化遗产 亲手体验非物质文化遗产（轻奢漫游体验5天4夜 春节批次已添加）-游侠客旅游网    ",编号：BJ-25956,4407,433,5天4晚,2580,北京市 北京
"
        【探索·恩施秘境】11-12月，（元旦批次已上！）“中国仙本那”屏山峡谷正式开放！鹿院坪-梭布垭石林-屏山大峡谷，4日探索恩施精华小众风景！（6人成团，说走就走）-游侠客旅游网    ",编号：SH-26578,1220,14,4天3晚,1880,湖北省 恩施土家族
"
        【冬游贵州】11月-2月：贵州贵阳-织金洞-织金大峡谷-草海观鸟-六盘水梅花山滑雪-安顺百灵温泉-云峰屯堡，5日贵州冬享之旅（赠送免费接机接站，1元加购贵阳city walk）-游侠客旅游网    ",编号：HZ-26642,953,30,5天4晚,2480,贵州省 贵阳
"
        【年味皖赣•福地三清】2019元旦/春节假期，品水墨宏村，寻年味篁岭，探江南第一仙峰三清山！新年福旅，独家安排两次进山，豪华住宿，深度游玩（4日3晚，年味出行，索道上山，春节批次特别赠送宏村年夜饭）-游侠客旅游网    ",编号：SZ-27199,920,27,4天3晚,1950,安徽省 黄山
"
        【海南4+2骑行】2018全新优化升级：独辟蹊径，深度体验南国风情；避开人群，5日玩转别样海南！（3人成团）-游侠客旅游网    ",编号：WH-16415,5439,158,5天4晚,3190,海南省 海口
"
        【品味潮汕】每天发团：潮州古城-龙湖古寨-汕头牛肉火锅-小公园-南澳岛，潮汕美食寻味4天3夜之旅（潮州集合，5人成行）-游侠客旅游网    ",编号：GZ-19563,2856,236,4天3晚,1380,广东省 潮州
"
        【传奇西沙】南海之梦号！2018全年计划——海南三亚-银屿岛-全富岛-鸭公岛-西沙群岛奇幻漂流4日探秘之旅（中国人必去之地，春节名额紧张！）！-游侠客旅游网    ",编号：GZ-19985,35.63万,608,4天3晚,3780,海南省 三亚
"
        【长隆双园汇】寒假春节确定成行！：佛山祖庙-沙面-圣心大教堂-小蛮腰-长隆野生动物世界-珠海长隆海洋王国-夜游港珠澳大桥，广州进珠海出，豪华主题公园5日行-游侠客旅游网    ",编号：GZ-18015,8789,886,5天4晚,2580,广东省 广州
"
        【畅游海南·休闲线】2018全年：三亚-槟榔谷-呀诺达-七仙岭温泉-南湾猴岛-清水湾-分界洲岛潜水-神舟半岛-南山海上观音-阳光海南5日休闲游-游侠客旅游网    ",编号：GZ-18854,3542,133,5天4晚,2880,海南省 三亚
"
        【霞浦摄影3日】2018全新升级 霞浦集合，摄霞浦美丽滩涂，捕海岛金色光影，3日风光、人文摄影创作团（全年计划）-游侠客旅游网    ",编号：HZ-20774,9.22万,229,3天2晚,1080,霞浦县城
"
        【寻味粤东】2018年：深入粤地市井叹美食，从广州吃到潮汕，从早茶的虾饺吃到夜宵的牛肉火锅（2018全新优化）-游侠客旅游网    ",编号：GZ-22054,3614,43,6天5晚,2780,广东省 广州
"
        【传奇西沙】长乐公主号！2018全年计划—— 海南三亚-银屿岛-全富岛-鸭公岛-西沙群岛奇幻漂流4日探秘之旅（中国人必去之地·春节名额紧张！）！-游侠客旅游网    ",编号：GZ-19984,35.63万,608,4天3晚,3580,海南省 三亚
"
        【梅里星空摄影·双子座流星雨】12.12-18 梅里雪山日照金山（星空摄影）-泸沽湖日出日落（延时摄影）-摩梭人像创作-西伯利亚红嘴鸥，含2节摄影分享课，7日极致追星之旅（名额已满，截止报名）-游侠客旅游网    ",编号：HZ-25615,13.9万,79,7天6晚,3280,云南省 丽江
"
        【海南骑行-每期确定成行】最美海岸线5日休闲骑行，椰风海韵讲述我们骑行的故事（铁定成行，大胆报名！）-游侠客旅游网    ",编号：WH-13787,2.13万,213,5天4晚,1980,博鳌
"
        【勒是山城·世界遗产】11-12月；解放碑-大足石刻-李子坝-武隆天生三硚-龙水峡地缝-白公馆-渣滓洞-磁器口，重庆地道火锅、小吃，美食美景一趟飞的你就能拥有（4天3晚）-游侠客旅游网    ",编号：CQ-23672,4089,82,4天3晚,1680,重庆市 重庆
"
        【荣成天鹅摄影】12-2月，深入烟墩角，与候鸟共舞，同精灵漫步，观天鹅大迁徙4日摄影创作团（冬季王牌线路）-游侠客旅游网    ",编号：HZ-23840,6.45万,66,4天3晚,1380,荣成
"
        【魔幻蜀山·行摄川西】12.13-16确定成行 双子座流星雨 蜀山之后四姑娘-丹巴藏寨-秘境黑石城-塔公草原流星-子梅垭口云海日落，极致摄影线路，记录绝美川西，四日精品摄影小团（6-12人）-游侠客旅游网    ",编号：SC-25376,1432,35,4天3晚,1980,成都市
"
        【玩转色达·冰雪佛国】全年计划  4-10人精品小团，深入色达五明佛学院，见证信仰，感悟天葬轮回；走进蜀山之后四姑娘山，寻找东方的阿尔卑斯（四日环线）-游侠客旅游网    ",编号：SC-25502,1500,49,4天3晚,1680,成都市
"
        【三峡徒步精华版】12月三峡红叶正好！（12.6批次小团确认成行！）三峡桃子尖小众徒步路线，赏红叶，观夔门，登三峡之巅+游览三峡大坝，4天3夜赏秋之旅！（精品小团6人成团，说走就走，大胆报名！）-游侠客旅游网    ",编号：SH-26127,45.7万,367,4天3晚,1780,湖北省 宜昌
"
        【秋冬老君山】2018年全年计划之老君山 行摄神都洛阳之“北国水乡”重渡沟-“山岳经典十里画廊”老君山（4日3晚摄影创作团）-游侠客旅游网    ",编号：BJ-18916,3878,113,4天3晚,1580,河南省 洛阳
"
        【中越边境摄影】2019年全年计划： 魅力靖西-壮观德天瀑布-秀美明仕田园-鹅泉日落-五彩滩日出-魅力涠洲岛-北部湾虾灯光影-独特京族高跷中越边境风光人文7日摄影团-游侠客旅游网    ",编号：GZ-19429,8829,215,7天6晚,3780,南宁市
"
        【野性桂林·自然观察研学游】11-2月： 龙脊梯田自然笔记+猫儿山科研路线鸟类观察+船游漓江+阳朔江景休闲，桂林自然观察圣地，壮寨与古镇的迷人风情（五天四晚）-游侠客旅游网    ",编号：GZ-22603,2143,120,5天4晚,1980,广西 桂林
"
        【潮汕闽南】2019全年计划：潮州牌坊街-汕头南澳岛-漳州东山岛-南靖云水谣-泉州洛阳桥-厦门鼓浪屿，从广东到福建，6天5夜深度之旅-游侠客旅游网    ",编号：GZ-22642,2066,93,6天5晚,2800,广东省 潮州
"
        【自然课堂·北部湾生态行】2018全年：东方夏威夷“北海银滩”猛禽观察，南海浪漫“涠洲岛”渔家休闲，海岸线半自助4日行-游侠客旅游网    ",编号：GZ-22768,2061,30,4天3晚,1880,广西 北海
"
        【野性桂林·短线】10-12月：龙脊梯田上的自然盛宴，壮族民俗手工体验+美食制作，猫儿山保护区自然观察，桂林自然教育专题深度三日游-游侠客旅游网    ",编号：GZ-25107,1218,20,3天2晚,1280,广西 桂林
"
        【黄山休闲派·雪季特辑】12-3月，冰与火之歌，迎新年曙光，黄山双绝，冬雪雾凇+天然朱砂温泉，山顶住宿，观大美日出日落/经典古村，画里宏村+风味人间火腿村/传统民俗，徽州特色&quot;年夜饭&quot;+年俗活动体验（4天3晚，6人成行，季节限定）。。-游侠客旅游网    ",编号：SZ-27067,8412,122,4天3晚,1620,安徽省 黄山
"
        【行摄滇东南】10-3月 春城昆明-元阳梯田-抚仙湖-元谋土林-东川红土地  独家摄影创作7日之旅（半价加购昆明City Walk）-游侠客旅游网    ",编号：HZ-18071,8.51万,217,7天6晚,2680,云南省 昆明
"
        【浪漫广西B线】2018全年计划：广西南宁-漫游北海银滩-涠洲岛半自助游-跨国德天瀑布-仙境明仕田园，浪漫阳光海滩半自助6日游-游侠客旅游网    ",编号：HZ-19198,12.6万,238,6天5晚,2880,广西 南宁
"
        【黔东梵境】2018-2019贵州 圣地梵净山-楼上古寨-镇远古镇-西江千户苗寨-茂兰自然保护区-西山大桥 深度体验贵州旎游风光，多彩人文4日/7日深度之旅-游侠客旅游网    ",编号：HZ-19773,1.03万,238,7天6晚,3080,贵州省 贵阳
"
        【桂林休闲】2018 广西桂林 龙脊梯田-漓江漂流-兴坪佳境-阳朔半自助，5日山水甲天下休闲之旅-游侠客旅游网    ",编号：HZ-19813,25.31万,801,5天4晚,1580,广西 桂林
"
        【桂林尊享线】2018-2019 广西 桂林山水风光-奢华漓江游轮-直升机赏景-阳朔半自由行-漫游龙脊梯田，豪华半自由5日桂林美景之旅-游侠客旅游网    ",编号：HZ-19816,7220,222,5天4晚,2480,广西 桂林
"
        【穿越大湘西】2018湖南，从阿凡达仙境到悠悠酉水，长沙-张家界-借母溪-芙蓉镇-坐龙峡-边城茶峒，湘西7日深度游，轻徒步体验！-游侠客旅游网    ",编号：SH-19878,1.86万,193,7天6晚,3180,湖南省 长沙
"
        【川西冰雪圣境】12-3月 冰火色达-中路藏寨-毕棚沟冰雪世界-海拔3700鹧鸪山滑雪场-四姑娘山双桥沟-卓克基土司官寨，四川“雪乡”，游侠客联手抖音同款网红温泉酒店-华美达给你带来冬日奢华5/6日体验！-游侠客旅游网    ",编号：HZ-22113,1973,36,5天4晚,2780,四川省 成都
"
        【勒是山城·巴山渝水】11-12月深度纯玩，重庆-武隆天坑地缝-犀牛古寨-芙蓉洞-龚滩古镇-浦花暗河-恩施，怀诗手中，纵情秋日山水5日深度游（重庆进，恩施出）-游侠客旅游网    ",编号：CQ-23887,4090,82,5天4晚,2280,重庆市 重庆
"
        【坝上冬牧·雪原摄影】12-2月 内蒙坝上雪原-马踏飞雪-日落驼影-牧归场景-暖水魔界日出-蛤蟆坝光影  六日坝上冬摄创作团（2018全新升级坝上冬摄，新增马踏飞雪场景)-游侠客旅游网    ",编号：HZ-23891,7.09万,392,6天5晚,2780,北京市 北京
"
        【游侠宝贝·滑雪冬令营】12月-2月 崇礼滑雪冬令营 中国滑雪未来之星 奥运场地提前体验 滑雪大咖教学 雪地运动会玩转快乐童年 独立成长培养坚韧品德 (6天5晚 独立营 ）-游侠客旅游网    ",编号：BJ-19824,1979,29,6天5晚,5880,北京
"
        【霞浦摄影7日】2018全年计划，大岞惠安女-漳脚古民居-霞浦滩涂-东安渔村-杨家溪榕树林-南湾围网-沙江“S”大拐弯，福建海岸摄影7日之旅-游侠客旅游网    ",编号：HZ-15702,2.43万,173,7天6晚,2880,福建省 福州
"
        【东南摄影】2018全年 瓯江帆影-楠溪江渔火-悠山索面-福建霞浦-茗岙梯田-水墨仙都 7日摄影创作团（线路全面升级）-游侠客旅游网    ",编号：HZ-19846,5.77万,615,7天6晚,2380,杭州市
"
        【晋中往事】9-12月 ，山西太原--遇见绵山神秘景观--观“民间故宫”王家大院--梦中又见平遥古城，4日晋中休闲深度游-游侠客旅游网    ",编号：SH-25120,3523,8,4天3晚,1380,山西太原
"
        【三门峡天鹅湖冬摄】11-2月，陕西西安-地坑院原始奇观-三门峡天鹅万种风情-韩城古城别样建筑-尧头窑人文纪实，4日风光人文摄影创作团（元旦批次确定成行！大胆报名！）-游侠客旅游网    ",编号：SH-25955,1209,24,4天3晚,1780,陕西西安
"
        【大九湖冬摄】12-1月，（元旦批次已上！）神农架大九湖梦幻冰凌-雾凇，大九湖日出日落-三峡人家-巴王寨-龙进溪人文，4日鄂西人少景美雪季摄影采风路线！-游侠客旅游网    ",编号：SH-27263,929,3,4天3晚,1780,湖北省 宜昌
"
        【霞浦摄影5日】2018全新升级 霞浦集合，摄霞浦美丽滩涂，捕海岛金色光影，5日风光、人文摄影创作团（全年计划）-游侠客旅游网    ",编号：HZ-20777,6.37万,198,5天4晚,1780,霞浦县城指定酒店
"
        【坝上冬摄+金山岭长城】12-2月 北京-坝上雪原全景风光-小河头日出-冬日马踏飞雪-金山岭雪长城 激情摄影6日创作团（坝上雪原与金山岭长城的完美融合)-游侠客旅游网    ",编号：HZ-25035,6.44万,132,6天5晚,2680,北京市 北京
"
        【热带云南】10-4月 春城昆明-建水古城-元阳梯田-西双版纳-傣族园泼水-南腊河漂流-望天树晨景，8日深度大环线（半价加购昆明City Walk）-游侠客旅游网    ",编号：HZ-18995,6.65万,402,8天7晚,3280,云南省 昆明
"
        【浪漫广西A线】2018全年计划：广西南宁-跨国德天瀑布-明仕田园-北海银滩-漫游涠洲岛，游侠客王牌线路，浪漫阳光海滩半自助6日游-游侠客旅游网    ",编号：HZ-19163,25.55万,747,6天5晚,3180,广西 南宁
"
        【广西精华·荞麦花开】12-4月 广西 秘境更望湖-跨国德天瀑布-通灵峡谷-壮美龙脊梯田-休闲阳朔 广西7日精华之旅-游侠客旅游网    ",编号：HZ-19295,5772,56,7天6晚,2780,广西 南宁
"
        【最后的女儿国】2018，佛教圣地峨眉山-乐山大佛-凉山藏彝走廊-女儿国泸沽湖-丽江古城，穿越川滇7日深度游！-游侠客旅游网    ",编号：HZ-22091,8480,30,7天6晚,3180,四川省 成都
"
        【冬日奇幻川西】12-2月冬日冰与火之歌，海螺沟冰川-贡嘎雪山-红石滩-中路藏寨-四姑娘山-康定木格措-安仁古镇，川西雪山温泉7日深度游！（预定可半价加购成都CityWalk，详见集合日）-游侠客旅游网    ",编号：HZ-22112,9.19万,243,7天6晚,2780,四川省 成都
"
        【坝上·冰雪嘉年华】12-2月 跨年大狂欢 坝上雪原寻觅童真记忆，乌兰布统感受冬日童话 六日游（特别赠送“东方雪源圣地”滑雪体验）-游侠客旅游网    ",编号：HZ-22594,11.46万,479,6天5晚,2680,北京市 北京
"
        【冰雪大连 冬季摄影】12-2月 摄绝美海岸沿线 栈桥 礁石日出日落 慢门冰海摄影 风光摄影训练营（6日5晚）-游侠客旅游网    ",编号：BJ-25612,4221,44,6天5晚,1980,大连集合酒店
"
        【同仁於菟节】12.22-26 领略甘南藏传佛教魅力，探秘神秘驱邪民俗“同仁於菟节”，5日人文摄影创作团！-游侠客旅游网    ",编号：HZ-26691,1072,1,5天4晚,2880,甘肃省 兰州
"
        【冰雪坝上·蒙冀冬趣】12-1月 冬日坝上游学营，穿越林海雪原体验泼水成冰 ，冰湖冬钓创意亲制冰灯，崇礼冬奥会场地激情滑雪，暖泉古镇打树花体验剪纸（6天5晚，特制游学手册，每一种玩法都能学习知识）-游侠客旅游网    ",编号：BJ-25893,1119,55,6天5晚,2880,北京
"
        【从版纳到老挝】2018年 西双版纳-傣族园泼水-植物园夜游-望天树晨景-琅勃拉邦慢生活-孟塞丛林度假，温暖佛国慢生活，云南8日小众之选跨境游！-游侠客旅游网    ",编号：HZ-18196,13.31万,344,8天7晚,3980,西双版纳
"
        【游侠宝贝之版纳行】2018年 西双版纳-勐景来-大益庄园-野象谷-傣族园-雨林生存，傣家情6日云南亲子游！-游侠客旅游网    ",编号：HZ-17938,3.35万,506,6天5晚,3480,西双版纳
"
        【西双版纳·深度精华】2018年 南腊河漂流-望天树晨景-原始森林公园丛林飞跃-傣族园泼水-野象谷寻迹-曼掌傣族村，云南版纳6日深度专线！-游侠客旅游网    ",编号：HZ-18731,9145,164,6天5晚,2780,西双版纳
"
        【食色江南】12月，上海City walk--水乡周庄--独揽苏州拙政园--狮子林奇石--太湖西山--扬州瘦西湖--淮扬菜体验--学做狮子头，上海出发南京解散，6日江南水乡深度游-游侠客旅游网    ",编号：SH-22683,2502,115,6天5晚,2980,上海市 上海
"
        【燕赵冬韵】12-2月  北京-东方达沃斯崇礼-千年古刹恒山悬空寺-传统曲艺数来宝-鬼斧神工云冈石窟-佛国世界五台山-革命圣地西柏坡6日晋冀精华游-游侠客旅游网    ",编号：BJ-26338,5775,44,6天5晚,2880,北京市 北京
"
        【岭南味道】2018全年：佛山祖庙醒狮—咏春拳教学—海陵岛—开平马岗鹅—开平碉楼—顺德清晖园，岭南文化5日深度之旅！-游侠客旅游网    ",编号：GZ-14007,9888,407,5天4晚,2580,广东省 广州
"
        【徒步神农架雪季版】2019元旦春节早计划！轻装徒步5日游，穿越神农架无人区原始森林，华中屋脊畅快滑雪，白雪皑皑下的极致挑战之旅（又是一年神农滑雪季！）-游侠客旅游网    ",编号：SH-19967,1.53万,37,5天4晚,2680,湖北省 宜昌
"
        【桂林摄影】2019  冬天也灌水！龙脊梯田-漓江渔火-黄布倒影-鱼鹰夜捕-兴坪佳境-阳朔风光，名师指导6日创作团-游侠客旅游网    ",编号：GZ-20361,7.25万,109,6天5晚,2480,桂林
"
        【豫见中原】12.28-1.1元旦假期，商都郑州-东京开封-嵩山少林-神都洛阳-龙门石窟-陕州地坑院-西岳华山-古都西安，一路向西，横越四古都，脚踏中、西岳（郑州集合、西安解散，5日深度溯源之旅）-游侠客旅游网    ",编号：SZ-21627,1485,32,5天4晚,2880,河南省 郑州
"
        【徒步太行·双岭穿越】12.28-1.1元旦假期，八里沟-抱犊-九莲山-锡崖沟-十字岭-王莽岭-郭亮，看雄奇挂壁公路，赏唯美冰挂雾凇，用脚步丈量南太行，行走在巍峨画卷中，特别赠送跨年篝火+太行山野味烤全羊！（5日强户外，报名需备注户外经历！）-游侠客旅游网    ",编号：SZ-26489,5514,81,5天4晚,1280,河南省 新乡
"
        【湘西精华】2019年全年计划（元旦批次以上！）湖南 张家界仙境-挑战玻璃大桥-凤凰古城-矮寨特大悬索桥，魅力湘西精华5日休闲游（长沙集合、怀化解散！）-游侠客旅游网    ",编号：SH-26510,16.47万,455,5天4晚,2480,湖南省 长沙
"
        【遁世·双岛行】跨年——平潭岛+塘屿岛，福建的“马尔代夫”双岛避世之旅，绝美环岛路—闽东典雅古厝群—梦幻风车田，在大陆离台湾最近的海岛，隔世·居行·放空（4天3晚精品小团）-游侠客旅游网    ",编号：-18481,3085,325,4天3晚,1590,福建省 福州
"
        【甘南+色达摄影】5-12月 九色甘南-莲宝叶则-色达五明佛学院-扎尕那-郎木寺-九曲黄河第一湾-若尔盖花湖-拉卜楞寺，风光人文9日摄影创作团！-游侠客旅游网    ",编号：HZ-19750,2.92万,547,9天8晚,3980,甘肃省 兰州
"
        【甘南+色达】5-12月 九色甘南-神山莲宝叶则-色达五明佛学院-秘境扎尕那-郎木寺-九曲黄河第一湾-若尔盖花湖-拉卜楞寺，9日藏地风光人文深度游！-游侠客旅游网    ",编号：HZ-19799,2.14万,269,9天8晚,3780,甘肃省 兰州
"
        【涠洲岛摄影】元旦确定成行！：涠洲岛五彩滩日出—滴水丹屏日落—火山公园礁石—海景人像摄影4天-游侠客旅游网    ",编号：GZ-20028,4405,13,4天3晚,1880,北海市
"
        【冬日中蒙度假】12.29-1.2/2.5-9/2.7-11 蒙元文化之魂 冬天大漠酒店里的一点不同 温泉滑雪祈福休闲度假之旅（奢华住宿）-游侠客旅游网    ",编号：BJ-20030,1298,34,5天4晚,2880,内蒙古 呼和浩特
"
        【游侠宝贝之贵州行】2019贵州亲子  苗族丹寨蜡染--苗家酸汤鱼制作--西江千户苗寨--平塘天眼--荔波小七孔，探寻天文知识和少数民俗6日亲子游-游侠客旅游网    ",编号：HZ-22710,2831,82,6天5晚,3680,贵阳
"
        【大河之南人文专线】全年计划  问鼎中原文化源 龙门石窟-少林寺-神垕古镇-清明上河园5日4晚主题摄影团-游侠客旅游网    ",编号：BJ-22751,1433,23,5天4晚,2500,河南省 洛阳
