On Happiness Road,幸福路上/幸福路上动画电影版,中国台湾,7.6/10 from 1687 users,小琪 (桂綸鎂 聲演) 生於蔣介石逝世當天，成長過程正是台灣社會經歷最劇烈轉變的時期。 小琪六歲那年舉家搬到新北市幸福路，為了滿足父母期望，她力爭上游，但也許幸福本來就沒有捷徑。 她一步步走上當初沒預期的路，到美國工作、結婚，走到人生的瓶頸，因外婆去世，重返老家，回首童年過程中，慢慢思索自己走過的路：「長大了，我有成為理想中的大人嗎？」 <br /><br />◎获奖情况 <br /><br />　　第55届台北金马影展(2018) <br />　　金马奖 最佳改编剧本(提名) 宋欣颖 <br />　　金马奖 最佳动画长片 宋欣颖 <br /><br />　　第20届台北电影节(2018) <br />　　台北电影奖 百万首奖 宋欣颖 <br />　　台北电影奖 最佳动画片 宋欣颖 <br />　　台北电影奖 观众票选奖 宋欣颖 ,ftp://ygdy8:ygdy8@yg45.dydytt.net:7358/阳光电影www.ygdy8.com.幸福路上.BD.720p.国语中字.mkv
巴斯特&middot;斯克鲁格斯的歌谣 / 巴斯特的歌谣 / 细说当年话西部(港) / 西部老巴的故事(台),The Ballad of Buster Scruggs,美国,8.0/10 from 99 users,《The Ballad Of Buster Scruggs》聚焦一位牛仔歌手。 <br />　　《Near Algodones》讲述一位生活在高平原之上的流浪者因为自己一无所有虚度光阴而决定抢劫银行以及尝试赶牛。 <br />　　《Meal Ticket》根据一名演员和一档旅游节目主持人之间的关系而展开故事。 <br />　　《All Gold Canyon》讲述一名教授因发现一座金矿而欣喜若狂，又因为随即到来的邪恶侵占势力而面临险境。 <br />　　《The Gal Who Got Rattled》聚焦两位俄勒冈小道的工头和一名乘坐马车的女人，女人需要其中一人的帮助，并且将某人当作潜在结婚对象加以考察。 <br />　　《The Mortal Remains》讲述五位身份不同的陌生人乘坐同一辆驿马车前往某处神秘地点的故事。 <br /><br />◎获奖情况 <br /><br />　　第75届威尼斯电影节(2018) <br />　　主竞赛单元 最佳剧本奖 伊桑&middot;科恩 / 乔尔&middot;科恩 <br />　　主竞赛单元 金狮奖 (提名) 伊桑&middot;科恩 / 乔尔&middot;科恩 ,ftp://ygdy8:ygdy8@yg90.dydytt.net:8420/阳光电影www.ygdy8.com.巴斯特·斯克鲁格斯的歌谣.BD.720p.中英双字幕.mkv
我的间谍前男友/行动代号：特工EX(港)/老娘也要当间谍(台)/抛弃了我的间谍,The Spy Who Dumped Me,美国,"6.9/10 from 2,553 users",奥黛丽（米拉&middot;库妮丝 饰）和摩根（凯特&middot;迈克金农 饰）两位好闺蜜，因奥黛丽前男友的间谍身份，意外被卷入一场国际阴谋，她们开始与各位杀手斗智斗勇，在一名可疑但有魅力的英国特工带领下，实施拯救世界的计划，在欧洲大陆上演惊心动魄又啼笑皆非的国际逃亡之旅。 ,ftp://ygdy8:ygdy8@yg45.dydytt.net:8355/阳光电影www.ygdy8.com.我的间谍前男友.BD.720p.国英双语双字.mkv
Zhang Yimou's &quot;Shadow&quot; / 张艺谋电影&ldquo;影&rdquo;纪录片 / 我在中国拍电影,张艺谋和他的&ldquo;影&rdquo;,中国,7.1/10 from 1255 users,本片纪录《影》诞生的全过程，展现张艺谋导演及电影主创如何把创意、文字变成一幅完整的水墨丹青的美学画卷。选取幕后电影人作为记录对象，包括演员、美术、摄影、道具、服装、剪辑等各个工种的工作人员，讲述他们为电影中每一帧拍摄做出的细致考量。影片揭示邓超一人分饰两角的秘密，邓超孙俪夫妇互怼互黑的日常，聚光灯外不问收获但问耕耘的幕后英雄，让观众了解中国电影工业的全貌，体验电影人非凡匠心的感动瞬间。 ,ftp://ygdy8:ygdy8@yg45.dydytt.net:4101/阳光电影www.ygdy8.com.张艺谋和他的影.HD.1080p.国语中字.mp4
阿尔法：狼伴归途/极地之王(台)/阿尔法/驯狼纪(港),Alpha/The Solutrean,美国,6.5/10 from 11517 users,故事发生于两万年前的欧洲北部，地球正处于弱肉强食的冰川时期。心地善良的男主角科达是部落首领的儿子，在一次部落集体狩猎中，科达不慎跌落悬崖，众人以为科达已死，但大难不死的科达被洪水卷走幸存下来，只身流落荒野。 <br /><br />途中科达与一匹野狼相遇，给它起名阿尔法，意即狼群首领。科达在与其相处的过程中逐渐成长，学习&ldquo;狼性&rdquo;并存有&ldquo;仁心&rdquo;。这对人狼搭档在险恶的世界中相互为伴，一起踏上返乡之路，人与狼之间第一次建立了友谊。随后的种种奇遇，甚至改变了人类和世界的未来&hellip;&hellip; ,ftp://ygdy8:ygdy8@yg90.dydytt.net:8418/阳光电影www.ygdy8.com.阿尔法：狼伴归途.BD.720p.国英双语双字.mkv
碟中谍6：全面瓦解/碟中谍6/不可能的任务：全面瓦解(台)/职业特工队：叛逆之谜(港),Mission: Impossible - Fallout,美国,8.2/10 from 247391 users,有时好意会造成恶果，人反而被自己所造成的结果所困扰。伊桑&middot;亨特（汤姆&middot;克鲁斯）和他的IMF团队（亚历克&middot;鲍德温、西蒙&middot;佩吉、文&middot;瑞姆斯）将在最新的电影《碟中谍6：全面瓦解》中再度回归，他们会与观众们熟悉的盟友（丽贝卡&middot;弗格森、米歇尔&middot;莫娜汉）一起与时间赛跑，应对一次任务中出现的意外。亨利&middot;卡维尔、安吉拉&middot;贝塞特和凡妮莎&middot;柯比也将加入本片的演员阵容，电影制片人克里斯托夫&middot;迈考利将会再度担任导演。 ,ftp://ygdy8:ygdy8@yg45.dydytt.net:3153/阳光电影www.ygdy8.com.碟中谍6：全面瓦解.BD.720p.国英双语双字.mkv
小小陌生人,The Little Stranger,爱尔兰/英国/法国,6.0/10 from 81 users,根据萨拉&middot;沃特斯同名小说改编，讲述衰败的艾尔斯家族遭受神秘病痛折磨，医生法拉第医生(格里森饰)被要求治疗他们，可令法拉第惊讶的是自己和这家人的命运紧密联系在一起。 ,ftp://ygdy8:ygdy8@yg90.dydytt.net:8416/阳光电影www.ygdy8.com.小小陌生人.BD.720p.中英双字幕.mkv
铁血战士/终极战士：掠夺者(台)/铁血战士4/铁血战士新续集/铁血战士：血兽进化(港),The Predator/Predator 4,美国/加拿大,5.1/10 from 19621 users,一艘宇宙飞船坠落地球，正在执行军事任务的狙击手奎因&middot;麦肯纳（波伊德&middot;霍布鲁克 饰演）恰好遭遇外星人并发生激战，侥幸逃脱的他捡到了外星人的装备并寄回了家想再做他用。传说这种被称为铁血战士的外星人曾数次光临地球，使用各种残忍的手段对人类进行猎杀游戏。而这一次，奎因的儿子罗里收到包裹后意外触发机关，引来了更强大的终极铁血士降临地球。而想要阻止其大开杀戒的却是一群问题士兵和一位生物科学家凯茜&middot;布拉克（奥立薇娅&middot;玛恩 饰演）。事情却远不像他们以为的那样简单，一场铁血、终极铁血与人类之间的三方猎杀大战正式拉响！ ,ftp://ygdy8:ygdy8@yg45.dydytt.net:8353/阳光电影www.ygdy8.com.铁血战士.HD.720p.韩版中字.mkv
暗数杀人/黑数杀人,Dark Figure of Crime,韩国,6.6/10 from 1624 users,影片故事讲述一个变态杀人狂(朱智勋饰)藏匿了7起杀人案，他将和调查这些案件的刑警(金允石饰)展开正面交锋。 <br /><br />◎获奖情况 <br /><br />　　第39届韩国电影青龙奖(2018) <br />　　最佳影片(提名) 金泰均 <br />　　最佳男主角(提名) 朱智勋 <br />　　最佳新人导演(提名) 金泰均 <br />　　最佳剧本(提名) ,ftp://ygdy8:ygdy8@yg45.dydytt.net:6144/阳光电影www.ygdy8.com.暗数杀人.BD.720p.韩语中字.mkv
犬舍真人版/杀戮重生犬屋敷(台)/犬屋敷,いぬやしき/Inuyashiki,日本,6.6/10 from 1187 users,《犬舍》根据同名漫画改编。故事讲述了平凡无奇、将近60岁的普通上班族，犬屋敷， 在家里不受家人尊敬，也找不到自己活著的目标， 还被医生宣告将不久於人世。失意的他，却在公园与另一名少年被突如其来的外星生物砸到，整个身体都被摧毁了。不明的外星生物为了不影响地球的秩序，让犬屋敷和少年重生── 他们变成只有外表是人、身体却由机械所构成，拥有卓绝战斗能力的超强「人类」。两名尚拥有自己意志的「机械人类」会用这个力量作出什麼行动呢？ 又会对世界带来什麼影响呢？ ,ftp://ygdy8:ygdy8@yg90.dydytt.net:8415/阳光电影www.ygdy8.com.犬舍真人版.BD.720p.日语中字.mkv
巨齿鲨/极悍巨鲨(港)/麦格,The Meg,美国/中国/中国香港,"5.8/10 from 1,341 users",一项由中国主导的国际科研项目，正在马里亚纳海沟深处进行时，遭遇未知生物攻击，科研人员被困海底。前美国海军陆战队深海潜水专家乔纳斯&middot;泰勒受命前往营救，再度遭遇数年前曾经在深海给自己留下终身难以磨灭记忆的史前生物巨齿鲨。乔纳斯联手科研项目中的中国女科学家张苏茵成功营救了被困人员，但营救行动却意外造成了巨齿鲨逃离深海。当史前巨兽重返浅海，人类将为自己对大自然的贪婪付出惨重的代价&hellip;&hellip; ,ftp://ygdy8:ygdy8@yg45.dydytt.net:8351/阳光电影www.ygdy8.com.巨齿鲨.BD.720p.国英双语双字.mkv
低压槽：欲望之城/低压槽,Taste of Crime/The Trough,中国/中国香港,4.4/10 from 10167 users,孤城，一座浮华却堕落的罪恶之城，这里充斥着金钱与利益的争夺。然而，在这个亡命之徒的乐园里，仍有少数人坚持着自己心中的正义&hellip;&hellip; <br /><br />　　警方卧底于秋在上司阿占的运筹帷幄下，多次成功打入当地帮派，斡旋于多方黑色势力之中。于秋在黑帮生活中却好像渐渐迷失自我，他开始怀疑，是否只有&ldquo;非常&rdquo;的手段才能主持公正，这让阿占也开始质疑。一次卧底行动中，于秋冒着行动失败的风险和帮派老大激战，结果全体命丧当场。在道德和江湖道义的双重质疑下，于秋选择了自我放逐，他逃离了孤城。 <br />然而，于秋内心对惩治罪恶的欲望从未消减，他重整旗鼓回到孤城，而这一次，阿占给他的任务竟然是调查罪恶之城背后最邪恶也最神秘的黑手、人人闻之色变的首脑&mdash;&mdash;&ldquo;老板&rdquo;。 <br /><br />　　从一宗离奇的小童绑架案开始，于秋和阿占查出老板的身份和他背后的犯罪网络。神秘的老板控制了商界和黑道，只有毁灭老板才能拯救这座堕落之城。事实上，于秋在追查过程中已经踏入了老板设下的重重圈套。虽然阿占拼死守着法律的底线，老板的势力却渗透了警方权力的高层，于秋渐渐失去了支持，原本要保护的小童也受到生命威胁。在接踵而至的迷局里，坚持正义的于秋好像被推向更深的绝望里&hellip;&hellip; ,ftp://ygdy8:ygdy8@yg45.dydytt.net:8350/阳光电影www.ygdy8.com.低压槽：欲望之城.BD.720p.国粤双语中字.mkv
第十二个人/不可能的逃亡(台),Den 12. mann/12th Man/The 12th Man,挪威,7.8/10 from 3983 users,"本片根据真实故事改编,第二次大战期间，12名挪威破坏小分队潜入了德国在挪威境内的驻扎港，实施代号为&ldquo;红色马丁&rdquo;的破坏计划，11人被捕，第12人得以逃脱，并将秘密文件带回英国&hellip;&hellip; ",ftp://ygdy8:ygdy8@yg45.dydytt.net:7349/阳光电影www.ygdy8.com.第十二个人.BD.720p.中字.mkv
错误教育/卡梅伦的错误教育/她的错误教育(台)/性教獄(港),The Miseducation of Cameron Post,美国,7.1/10 from 954 users,&ldquo;超杀女&rdquo;科洛&middot;莫瑞兹携手萨莎&middot;莱恩参演《卡梅伦的错误教育》(The Miseducation of Cameron Post，暂译)，戴思睿&middot;阿卡万自编自导。影片根据艾米丽&middot;丹弗斯的同名小说改编，讲述同性恋少女卡梅伦(莫瑞兹饰)的成长历程。青春本疼痛，而挫折历练却让卡梅伦不断成长。 <br /><br />◎获奖情况 <br /><br />　　第34届圣丹斯电影节(2018) <br />　　评审团大奖 剧情片 ,ftp://ygdy8:ygdy8@yg90.dydytt.net:8414/阳光电影www.ygdy8.com.错误教育.BD.720p.中英双字幕.mkv
摘金奇缘/人疯钱多亚洲豪/我的超豪男友(港)/疯狂亚洲富豪(台)/疯狂富豪(新)/疯狂的亚洲富人/疯狂的亚洲富豪,Crazy Rich Asians,美国,6.6/10 from 11705 users,纽约土生土长的朱丽秋（吴恬敏 饰）陪拍拖已久的男友杨力（亨利&middot;戈尔丁 饰）回到新加坡参加死党婚礼。丽秋既为首次到亚洲旅行感到兴奋，同时亦因为要拜访杨力的家人而紧张。她在毫无准备的情况下得悉男友一直没有透露的身世&hellip;&hellip;原来杨力不仅是新加坡首富的后人，亦是城中瞩目的&ldquo;钻石王老 五&rdquo;。身为女友的丽秋腹背受敌，不单只受到名媛的妒忌，还要面对杨力挑剔的母亲（杨紫琼 饰）阻拦。这一切都证明金钱虽然买不到爱情，却足以令事情变得非常复杂。 <br /><br />◎获奖情况 <br /><br />　　第22届好莱坞电影奖(2018) <br />　　最佳突破群戏 ,ftp://ygdy8:ygdy8@yg45.dydytt.net:8348/阳光电影www.ygdy8.com.摘金奇缘.BD.720p.中英双字幕.mkv
7月22日/0722：极右挪威(台)/7月22日：当挪威不再挪威(港)/挪威 7&middot;22 爆炸枪击案,22 July,挪威/冰岛/美国,7.6/10 from 1660 users,在《挪威 7&middot;22 爆炸枪击案》中，荣获奥斯卡金像奖提名的电影导演保罗&middot;格林格拉斯（《菲利普船长》《93 航班》）讲述了挪威最致命的恐怖袭击之后发生的真实故事。2011 年 7 月 22 日，一名极右翼极端分子在奥斯陆引爆了一枚汽车炸弹，随后在一个青少年领袖训练营发动大规模枪击，造成 77 人死亡。《挪威 7&middot;22 爆炸枪击案》从一位幸存者的身体和情感历程视角描绘了这个国家的治愈与和解之路。 <br /><br />◎获奖情况 <br /><br />　　第75届威尼斯电影节(2018) <br />　　主竞赛单元 金狮奖 (提名) 保罗&middot;格林格拉斯 ,ftp://ygdy8:ygdy8@yg72.dydytt.net:8298/阳光电影www.ygdy8.com.7月22日.BD.720p.中英双字幕.mkv
Europe Raiders,欧洲攻略,中国/英国,3.6/10 from 42656 users,《欧洲攻略》是由马楚成执导，梁朝伟、吴亦凡、唐嫣、杜鹃、林子祥等联袂主演的动作电影。影片主要讲述了特工林在风（梁朝伟 饰）与王小姐（唐嫣 饰）多年来亦敌亦友，相互欣赏又互相为敌。上帝右手在CIA被不明身份的苏菲（杜鹃 饰）偷走后，两人同时受CIA委托展开追寻。原本以为只是场谋略较量，但在他们救下顶级黑客洛奇（吴亦凡 饰）后，却发现这背后还隐藏着一个更大的秘密。 ,ftp://ygdy8:ygdy8@yg45.dydytt.net:8347/阳光电影www.ygdy8.com.欧洲攻略.BD.720p.国粤双语中字.mkv
碟中谍6：全面瓦解/碟中谍6/不可能的任务：全面瓦解(台)/职业特工队：叛逆之谜(港),Mission: Impossible - Fallout,美国,8.2/10 from 247391 users,有时好意会造成恶果，人反而被自己所造成的结果所困扰。伊桑&middot;亨特（汤姆&middot;克鲁斯）和他的IMF团队（亚历克&middot;鲍德温、西蒙&middot;佩吉、文&middot;瑞姆斯）将在最新的电影《碟中谍6：全面瓦解》中再度回归，他们会与观众们熟悉的盟友（丽贝卡&middot;弗格森、米歇尔&middot;莫娜汉）一起与时间赛跑，应对一次任务中出现的意外。亨利&middot;卡维尔、安吉拉&middot;贝塞特和凡妮莎&middot;柯比也将加入本片的演员阵容，电影制片人克里斯托夫&middot;迈考利将会再度担任导演。 ,ftp://ygdy8:ygdy8@yg45.dydytt.net:3152/阳光电影www.ygdy8.com.碟中谍6：全面瓦解.HD.720p.中英双字幕.mkv
飓风行动/飓风战斗机：303中队/飓风行动：303中队,Hurricane/Hurricane: Squadron 303,英国/波兰,6.3/10 from 135 users,梅尔&middot;吉布森之子米洛&middot;吉布森自在《血战钢锯岭》里献出表演首秀之后，再次加盟二战题材新片《飓风》，出演飞行员约翰尼&middot;肯特。肯特是一名加拿大空军上尉，他在不列颠之战(第二次世界大战期间纳粹德国对英国发动的大规模空战，亦是第二次世界大战中规模最大的空战)中领导一支编号为303的霍克飓风战斗机飞行中队，为抵抗纳粹入侵而奋战，肯特一人击落了13架敌机，并在1935-1956期间服役于英国皇家空军， 被认为是最出色的年轻皇家空军中队长。 ,ftp://ygdy8:ygdy8@yg72.dydytt.net:8296/阳光电影www.ygdy8.com.飓风行动.BD.720p.中英双字幕.mkv
你给的仇恨/你的敌意/黑暗中的星光,The Hate U Give,美国,8.0/10 from 530 users,基于Angela Thomas所著同名小说，聚焦种族问题和警察暴行。16岁黑人女主角Starr Carter某天晚上去参加派对，遇到了儿时最好的朋友Khalil，派对之后后者载她回家，两人在路上被一个警察拦下，Khalil被迫下车，随后警察朝徒手的Khalil开枪。此事很快成为全国头条，Khalil被描述为&ldquo;暴徒、毒贩&rdquo;，而警察似乎并没有多大兴趣展开调查。 一群抗议者走上街头，将Starr居住的街区变为了战区，大家都尝试弄清楚到底发生了什么，而唯一知道真相的只有Starr，她做了很多采访试图还Khalil清白，她说的话将决定警察是进监狱还是被宣告无罪。 ,ftp://ygdy8:ygdy8@yg45.dydytt.net:3151/阳光电影www.ygdy8.com.你给的仇恨.HD.720p.中英双字幕.mkv
超人总动员2/超人家族2/超人特工队2(港)/超人特攻队2(台),Incredibles 2,美国,8.0/10 from 90106 users,超人家族时隔14年强势回归！这次站在聚光灯下的是弹力女超人海伦（霍利&middot;亨特 配音），超能先生巴鲍勃（格雷格&middot;T&middot;尼尔森 配音）则在家照料巴小倩和巴小飞，过起了&ldquo;正常人&rdquo;的居家生活。这一角色转换对于每个家庭成员来说都是艰难的，更何况他们都还没意识到宝宝巴小杰的超能力已经悄然增长。当剧中新反派开始酝酿一个狡诈危险的阴谋，超人家族必须联合酷冰侠（塞缪尔&middot;杰克逊 配音）的力量团结对外&mdash;&mdash;然而即使各自都有超能力，真正做起来却是知易行难。 ,ftp://ygdy8:ygdy8@yg45.dydytt.net:8344/阳光电影www.ygdy8.com.超人总动员2.BD.720p.英国粤三语双字.mkv
